citation_key_lr,citation_key_cp,GS,WoS,coder,set,NOT,SYN_TB,CRI_ADDR,RG_SYN,RG_CLOSE,RA_CLOSE,TB_TB,TB_TT,TB_RG,TT_TT,TT_RG
Brynjolfsson1993,Davamanirajan2006,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Dehning2003,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Dehning2004,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Demirhan2005,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Devaraj2000,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Dewan2000,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Doherty2009,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,DosSantos2012,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Drnevich2013,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Farbey1999,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Fichman2004,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Francalanci1998,TRUE,TRUE,coderB,individual,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Francalanci1998a,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Francalanci2008,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Frisk2014a,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Gable2008,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Gannon2013,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Gregor2006,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Gurbaxani2000,TRUE,FALSE,coderB,individual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Habjan2014,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Hadaya2012,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Hedman2003,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Henderson1995,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Hitt1996,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Im2001,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Irani2001,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Janson1997,FALSE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Jones2001,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Jurison1996,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Karimi1996,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Kim2011,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,King2011,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Kohli2003,TRUE,TRUE,coderB,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Brynjolfsson1993,Krell2009,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Kuegler2015,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Kwon2006,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Lee1995,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Mahmood2000,TRUE,TRUE,coderB,individual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Brynjolfsson1993,Melville2004,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Merali2012,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Mitra1996,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Mueller2010,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Mukhopadhyay1995,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Newell2014,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Oh2007,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Orlikowski2001a,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Palmer2000,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Pang2014a,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Pang2014b,FALSE,TRUE,coderB,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Pare2008,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Peppard2000,TRUE,TRUE,coderB,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Petter2013,TRUE,TRUE,coderB,individual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Brynjolfsson1993,Pinsonneault1998,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Quan2003,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Ragowsky2000,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Ravichandran2009,TRUE,TRUE,coderB,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Ray2005,TRUE,TRUE,coderB,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Remenyi2002,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Renaud2016,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Ryan2000,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Sabherwal2015,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Sawyer2000,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Schryen2013,TRUE,TRUE,coderB,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Schwarz2003,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Schwarz2009,TRUE,TRUE,coderB,individual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Serafeimidis2000,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Sheng2005,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Shin2001,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Silver1995,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Sircar2000,TRUE,TRUE,coderB,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Sircar2009,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Smithson1998,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Straub2004,TRUE,TRUE,coderB,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Tallon2000,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Tallon2007b,TRUE,TRUE,coderB,individual,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Tallon2014,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Tam1998,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Tambe2012,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Tambe2014,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Teo1999,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Teo2003,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Thatcher2001,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Thatcher2004,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Turel2014,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Udo1997,FALSE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Uwizeyemungu2009,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Vermerris2014,TRUE,TRUE,coderB,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Ward2005,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Wei2011,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Weill1999,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Wigand2005,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Xu2007a,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Yap1997,TRUE,TRUE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1993,Zachariadis2013,TRUE,TRUE,coderA-coderB,training,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Banker2010,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Chi2010,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Davamanirajan2006,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Davern2000,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Devaraj2000,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Grover2006,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Im2001,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Kauffman2004,TRUE,FALSE,coderB,individual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Kohli2003,TRUE,FALSE,coderB,individual,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Lee2000,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Melville2004,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Menon2000,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Merono-Cerdan2007,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Pavlou2005,TRUE,FALSE,coderB,individual,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Peppard2014,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Quan2003,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Schryen2013,TRUE,FALSE,coderB,individual,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Weill1999,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Wong1998,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brynjolfsson1996,Zhu2002,TRUE,FALSE,coderB,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Burton-Jones2007,TRUE,TRUE,coderA,individual,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Caliendo2012,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Chae2014b,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Coltman2007,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Coltman2007a,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,DeLone2003,TRUE,TRUE,coderA,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,DeLuca2008,TRUE,TRUE,coderA,individual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Gao2006,TRUE,TRUE,coderA,individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Goode2009,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Lee2002,TRUE,TRUE,coderA-coderB,training,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Melville2004,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Mitra2005,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Nevo2011,TRUE,TRUE,coderA,individual,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Pare2008,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Park2007,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Petter2012,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Petter2013,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Santhanam2003,TRUE,TRUE,coderA,individual,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Schryen2013,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Tallon2007,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Tallon2007b,TRUE,TRUE,coderA,individual,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chan2000,Tallon2011,TRUE,TRUE,coderA,individual,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
